,id,neg,neu,pos,compound,Score,tweet
14980,15336,0.388,0.612,0.0,-0.5859,1, Derekisom Making this first day my bitch
14981,15337,0.114,0.57,0.316,0.722,1, DerrickJaxn Feel like most people want you to commit and cut off all your hoes so they can relax and start being complacent
14982,15338,0.283,0.717,0.0,-0.7579,1," DerrickJaxn I can't take any girl serious that refers to herself as a ""bitch"" or the guys she dates as ""these niggas""."
14983,15339,0.497,0.503,0.0,-0.872,1, Desean_96 &82201BookieG I just fucked the life out this bitch &128514&128514&128514&128164&8221&128514&128514&128514
14984,15340,0.212,0.788,0.0,-0.7102,0, DessantiGina TonyJRodriguez WolfVanHalen so tony I think yr a rude little cunt and too too young to even know what real rock and rol&8230
14985,15341,0.258,0.742,0.0,-0.6765,0, DestroTheNoble I don't support that ya idiot. And if I'm a teabagger you're being teabagged. OpenWide nekolin 1SleepingGiant
14986,15342,0.07,0.93,0.0,-0.2023,1," DevinEleven_ hey slim, thats my girlfriend screaming in the trunk. But i didn't slit her throat, i just tied her up  See i ain't like&8230"
14987,15343,0.635,0.365,0.0,-0.8872,1, Devon_Toppin2 fuck a bitch we never loved a thot
14988,15344,0.304,0.696,0.0,-0.5423,1, DevyDevBlack Yung Berg trying to fuck all these hoes.
14989,15345,0.202,0.798,0.0,-0.5859,1, Dewis14 H_ToTheOV dbrad_80 Coleduff24 Peckadelic bgulll1611 you're all pussies. Only men throw whammers in their assholes
14990,15346,0.172,0.69,0.138,-0.1531,1," DezDLT ""I play soccer, cheat on girls, and wear khaki coloured cargos"" haircut http//t.co/a1SDHBY8XT"
14991,15347,0.129,0.82,0.051,-0.4588,1," DezzzyBo I want attention yet she's on twitter talking about getting somebodies dick wet tonight and what her tongue does, deez hoes g&8230"
14992,15348,0.419,0.581,0.0,-0.9137,1, Dhet_Btchh Hoes really be having built up animosity towards you for no reason. Like what's your problem bitch? Fill me in cuz I'm lost&128554
14993,15349,0.34,0.66,0.0,-0.9313,1," Dhoopin32 How other mfs tell me gm Damn Near every mornin , an my bitch don't even tell me Gm an she be wide TF awoke &128530 wtf type shit &8230"
14994,15350,0.358,0.642,0.0,-0.5994,1, Dhoopin32 When my bitches call me daddy &128553&128525&128536
14995,15351,0.135,0.693,0.172,-0.0,1, DiandraSaysSo &8220itzbreak like you have to be borderline retarded not to see andre 3000's elite skill level for example.&8221 Yep This go&8230
14996,15352,0.231,0.769,0.0,-0.4019,1," DiggaBITCH That pussy &128572keep calling me, gettin me in trouble"
14997,15353,0.0,1.0,0.0,0.0,1," DignifiedPurity TonyGoldwyn you could have helped Mellie, you revolving door-shaped head ho. You aren't quiet when you're balls deep &8230"
14998,15354,0.0,0.793,0.207,0.5719,1, DignifiedPurity I've been at work chuckling at that time DerekIsNormal said not revealing your age keeps the pussy fresh. &128514&128557&128557&128557&128514
14999,15355,0.0,1.0,0.0,0.0,1, DinO_off_AD Them hoes come them hoes go it's a revolving cycle &128080
15000,15356,0.336,0.596,0.068,-0.6956,1, DineroLoco_Bo If a nigga fuck my bitch dats on ha cat .. but ima leave yu alone fa being trifling
15001,15357,0.535,0.465,0.0,-0.7845,1, Dino_FooL Ima catfish a bitch with fake arms
15002,15358,0.144,0.706,0.15,0.0516,1, Dino_FooL Y'all ever just been having a normal day and your mind plays a horrible trick on you and give you a whiff of some good pussy&8230
15003,15359,0.158,0.842,0.0,-0.5989,1, DipOnline I be closing my eyes and shit sometimes so bitches be able to sneak a quick nipple lick in.. But she ain't going ham on me yo
15004,15360,0.113,0.887,0.0,-0.3182,1, DipOnline If K Michelle was apart of Baltimore twitter she'd be one of them hoes saying she's celibate smh
15005,15361,0.125,0.659,0.215,0.4082,1," Dipset_Kenn  ToneThaMan55  PAPER_CHAYSIN I love money fuc a bitch I won't stress myself , and I keep my mouth closed cuz I can&8230"
15006,15362,0.144,0.856,0.0,-0.3681,1, Dirrttyydan Chi ain't no bitch then you got them Assyrian kings on California and Peterson &128081&128081
15007,15363,0.0,1.0,0.0,0.0,1, DirtyEaffiliate U can't turn a hoe into a housewife hashtag tupac
15008,15364,0.412,0.588,0.0,-0.5423,1, DivaMonRoe2uHoE Fuck candy. Eat pussy. &128527
15009,15365,0.16,0.76,0.08,-0.2764,0, DivaMonRoe2uHoE Niggas always wanna talk about how God is against gays.. What about that pussy you was eating last night? Ain't God ag&8230
15010,15366,0.104,0.806,0.09,-0.0772,2, DjChubbESwagg &8220jemelehill faints  desusnice She has no idea how many of her resumes went straight to the trash http//t.co/D&8230
15011,15367,0.388,0.612,0.0,-0.5859,1, DjXvX Karma is a bitch .... &128524
15012,15368,0.172,0.608,0.22,0.1635,1, Doctor_Johnson_ You can't appreciate a woman if you're entertaining hoes.
15013,15369,0.156,0.844,0.0,-0.5719,2, DoctoroftheDead Jackson_D_Chase violet_berry_ You realize I&8217m going to have to get out all those horror and other poems I wrote abo&8230
15014,15370,0.0,1.0,0.0,0.0,2," Dodgers ""Gracias por jugar con el corazon, ahora a ganarle a los Yankees."" -TommyLasorda http//t.co/3FYTvuzNZB"
15015,15371,0.529,0.392,0.078,-0.9153,1," Doestaxxx Stop fuckin jail birds. ""__BRAT_ Niggas that's that serious about ass play scare me. That shit so sus"""
15016,15372,0.246,0.754,0.0,-0.6408,1, DogBountyHunter WarMachine170 Hey Boy This half breed Chiricahua Apache is on YOUR ASS Eatmytazer 
15017,15373,0.0,0.678,0.322,0.5859,2," DogeTheDog Wow
 Such banana
 So potassium 
 Much yellow http//t.co/xINHDwyTqS"
15018,15374,0.241,0.759,0.0,-0.5859,1, DomBeets Don't be afraid to let your feelings show. Unless you're a bitch.
15019,15375,0.148,0.695,0.156,0.0377,1, DomBeets I wish someone would make a song about how these hoes ain't loyal
15020,15376,0.0,1.0,0.0,0.0,2, DomWorldPeace Teixeira on point tonight. Yankees
15021,15377,0.395,0.263,0.342,-0.1531,1, Dominickle uce_INA this bitch lmao
15022,15378,0.363,0.471,0.167,-0.795,1, Domo_Frm_Peru Bitches Would Cheat on a nigga That give her everything she ask for and be loyal to shawty smh bitches ain't shit
15023,15379,0.357,0.643,0.0,-0.9217,1, DonApolloSan You might have a lot of followers bitch but a third wants to just fuck you the second third would hate your personality. &8230
15024,15380,0.247,0.753,0.0,-0.802,1, DonDelarente I think if Biggie saw Kandi Burress today he would change his mind about not fuxing one of those ugly as Xscape bitches
15025,15382,0.0,0.789,0.211,0.7096,2," DonnieWahlberg Happy BLUBLOODS Friday 

Off to CBSNews to sit down with the gang on CBS This Morning

Join us in the 8 o'clock ho&8230"
15026,15383,0.129,0.706,0.165,0.1531,2, DonnieWahlberg On set of BlueBloods. Hoping there are no birds perched above me... http//t.co/oDhq52QiLe
15027,15384,0.311,0.539,0.15,-0.5076,1, Donnie_Blow &8220_100d Having a bitch ain't goofy. Having bitch dat ain't loyal is&8221 &128588&128175
15028,15385,0.438,0.562,0.0,-0.5994,1, DontForget_E bitches be having reality twisted
15029,15386,0.174,0.826,0.0,-0.5859,1, DookieWithMe &128514  itsablackguy I&8217m assuming she got a cup on  AssholeFrmNY Her pussy got a bicep b. wtf? http//t.co/Cl4jhGmXpi
15030,15387,0.0,0.866,0.134,0.5009,1, DopeChubbyChick You was so eager to be a hoe you didn't even read  JennnVeee &8220DJZeeti twitpic a selfie wearing a leotard&8221 http/&8230
15031,15388,0.255,0.745,0.0,-0.5859,1," Doped_ same bitch talking abt you will be the only bitch in your face, but &128056&9749&65039."
15032,15389,0.183,0.817,0.0,-0.5859,1, Doprettyshiz_ This bitch just blew my high &128564 and I was high off all of these drugs &128138
15033,15390,0.083,0.748,0.169,0.3089,2," Dory my anaconda don't want none, unless you defeat the Huns, son http//t.co/uzTkGaWTfM"
15034,15391,0.297,0.703,0.0,-0.5859,1, DoseofOc Dirrttyydan Fasho you've been officially hired as my bitch
15035,15392,0.112,0.888,0.0,-0.2263,1," Douchekevin Mustard is yellow.

if my avi was big tits- this would be an epic tweet."
15036,15393,0.304,0.696,0.0,-0.5423,1, DownSouthOutlaw What in the mother fuck is flappy bird?
15037,15394,0.0,1.0,0.0,0.0,1, Doyoudream__ Cant spell above and beyond without hoe
15038,15395,0.565,0.435,0.0,-0.5994,1, DrBrewWatkins Getting bitches http//t.co/dwyd4RRM7v
15039,15396,0.0,1.0,0.0,0.0,2, DragonBallDeez Atlanta  PacDaGoat Houston has so many trash drivers
15040,15397,0.146,0.854,0.0,-0.5574,2," DragonflyJonez ""You men are trash if your homeboy is cheating and you dont tell his wife/girl and break up their family."" LOLNO"
15041,15398,0.226,0.774,0.0,-0.7717,1, DragonflyJonez Chicks would get tired of Dr Dre calling them a bitch and go listen to Jodeci talk about how they'd give her their hous&8230
15042,15399,0.161,0.839,0.0,-0.6166,1, DragonflyJonez His jeans bluer denabitch. Dont let him lie to you. He's SICK  YolieTheJew how you know the pussy was't overrated ht&8230
15043,15400,0.0,0.833,0.167,0.5859,1, DragonflyJonez I never knew it was possible to look like you were about to buy some pussy and still look cool while doing it until tha&8230
15044,15401,0.0,0.824,0.176,0.5423,1, DragonflyJonez She from the D. She might have some hoes on the stroll. All jokes aside  TOO_LIVE_MILZ Dej loaf dress like Jerome h&8230
15045,15402,0.222,0.778,0.0,-0.6908,1," DragonflyJonez Tell Bubba in Alabama youre African and not black and he's gonna call you a nigger with an EXTRA hard ""ER""."
15046,15403,0.0,0.876,0.124,0.4019,2, DreCordero Always interesting to see people who trash La Liga react to products of La Liga on Premier League clubs.
15047,15404,0.142,0.71,0.148,0.0258,1," DreGambiino Niggas be like ""I got some hoes on the flo"" .... &128567 http//t.co/swFpGRBliv"
15048,15405,0.286,0.714,0.0,-0.4215,1," DreadJackson broke hoes 3 words, OUT MY FACE"
15049,15406,0.459,0.541,0.0,-0.6249,1, DreamChaser_100 New Orleans in that bitch .. Serious
15050,15407,0.186,0.62,0.194,-0.2091,1," DreamVillainous You bitches you aint shit, I swear you think you poppin cause you instagram famous"
15051,15408,0.355,0.645,0.0,-0.872,1," Dreams_N_Money 1. For male rap artist if you not talking about money, bitches and drugs niggas don't wanna hear your shit"
15052,15409,0.0,0.8,0.2,0.25,2, Drewmking Joely_Poly Victoria_Finae he plays for the Yankees right?
15053,15410,0.0,0.888,0.112,0.4404,2, Drfreezeburnn Just spent a good twenty mins trying to teach my bird the skyrim theme song. Then I realized that he was a bird.
15054,15411,0.369,0.505,0.126,-0.7391,1, DriveMy_Lexis &8220h_candace00 Idk but I think niggas that like getting head are gay &128514&128514&128514&8221 bitch what http//t.co/sqt1TPnELM
15055,15412,0.368,0.632,0.0,-0.5423,0, Drizz_LakerKing Horrible  YeIIowbang Invader Zim was trash
15056,15413,0.202,0.798,0.0,-0.5859,1," DrizzyTaughtBre Drink some bleach bitch ""AubreyChester If it was you, youda done the same thing. TeamZimmerman"""
15057,15414,0.0,1.0,0.0,0.0,1, Drrake But she a hoe tho right? &128564 http//t.co/gLe9rsfkwJ
15058,15415,0.0,1.0,0.0,0.0,1, Drrake How to curve tf outta hoes... http//t.co/LIGzDoUnJ5
15059,15416,0.184,0.816,0.0,-0.5574,1, DrugFree_DatzMe Fuk being on some chill shit . I go 0 to 100 hoes real quick. &128526
15060,15417,0.077,0.6,0.323,0.8221,1, DrugsForSteph A loyal girl really truly does come with a smart mouth and arguments. Only a hoe will let you do as you please cause she&8230
15061,15418,0.0,0.874,0.126,0.4902,1, DrugsForSteph wifey material doesn't come often.. so you better recognize when you have yourself a rider before you end up with a hoe
15062,15419,0.411,0.435,0.154,-0.7579,1, DrummerKid0328 WB_Pooh_3x that fat bitch ruined everything &128514&128514 fuck it though I was super burnt
15063,15420,0.0,1.0,0.0,0.0,1, DrummerKid0328 But if I run into that niggah imma let you know &128165&128299&128175
15064,15421,0.394,0.606,0.0,-0.6369,1, DrummerKid0328 Sike nah &128514&128514&128514 that bitch be havin me buggin
15065,15422,0.447,0.553,0.0,-0.8885,1, DrummerKid0328 Them shits was dry as a bitch Had to ask for water and shit &128514&128514&128514
15066,15423,0.281,0.719,0.0,-0.7072,1, DrummerKid0328 You prolly don't like me niggah I don't really give a fuck how you feel &128175
15067,15424,0.165,0.693,0.143,0.128,1, DrunkOrton No shave November... AKA the month I crush the most pussy. Let the free muzzy rides begin baby.
15068,15425,0.063,0.937,0.0,-0.1761,1," DrunkyStory ""1st time eating pussy, I thought I was supposed to literally eat it so I ended up biting her clit really hard. We havent &8230"
15069,15426,0.0,1.0,0.0,0.0,1," Drvglordkush Hits Blunt 

If cats are afraid of water, why does pussy get wet?' http//t.co/XffUo73q3a"
15070,15427,0.0,1.0,0.0,0.0,1," DubTheProducer ""VSamone Dudes probably just think eating pussy is sucking on pussy lips &128530"" lmaoo"
15071,15428,0.0,0.614,0.386,0.4847,1, Duckin_Fope &lt----- not buying bitches vehicles
15072,15429,0.0,0.667,0.333,0.7579,2," DugoutLegends Lou Gehrig had 17 hand fractures in his career. Played in 2,130 straight games.
IronHorse Yankees http//t.co/O6sofyOh&8230"
15073,15430,0.098,0.902,0.0,-0.3612,2," Duke27_ Mistakes are showing up late for work, running red lights, or even forgetting 2 take the trash out. This here ain't 1 http//t&8230"
15074,15431,0.0,0.822,0.178,0.0772,2, DumbTo Polly want a cracker? DumbTo http//t.co/zC8MlwnEUc
15075,15432,0.0,1.0,0.0,0.0,2, DuncanIdunno Smash into windshields?  coorslightca The birds do it. The bees do it. Coors Light drinkers do it. You know what we'r&8230
15076,15433,0.0,1.0,0.0,0.0,1, Dunky_hoeless55 You a hoe if you leaving a man's house right now with a costume on
15077,15434,0.332,0.603,0.065,-0.8146,1, Durags4Eva Bulls still not winning the title with this bland ass offense. Pau still a pussy. No darkskin niggas in the starting line u&8230
15078,15435,0.418,0.508,0.073,-0.7964,1, DurtMcHurtt I just want to fuck bitches and listen to Conway Twitty.
15079,15436,0.39,0.61,0.0,-0.3724,1, DustinHooper225 These hoes ain't loyal
15080,15437,0.0,1.0,0.0,0.0,1," DvpeDreams If her pussy got over 10 body counts, It's dead&128128. Pussies&128049 only have 9 lives &128514"
15081,15438,0.432,0.568,0.0,-0.5859,1, DymondMarie1 Shoutout to your main bitch 
15082,15439,0.0,0.885,0.115,0.0772,1," EARLmontana Put that pussy on me, make me want nobody else"
15083,15440,0.242,0.758,0.0,-0.8519,1, EFCuttin I know all those Pacer fans who stayed clownin D. Rose are all on mass suicide watch now... Karma is a fat bitch wit a beard &8230
15084,15441,0.485,0.515,0.0,-0.6908,1," EHSSecretAdmire ""Can CarterMarteeny murder my pussy?"""
15085,15442,0.0,1.0,0.0,0.0,2, EJ_RealTalk &8220SirRayCharles Mo Claiborne is so trash&8221I can't say it enough fam &128530
15086,15443,0.13,0.87,0.0,-0.34,2, EMAdair225 Illegals bringing diseases across border. Contagious patients separated from others by yellow tape... pregnant teens http/&8230
15087,15444,0.348,0.652,0.0,-0.9042,0, ERlKTweets what the fuck is this disgusting nigger from the movie captain phillips doing on the red carpet for the oscars what the fuc&8230
15088,15445,0.276,0.578,0.147,-0.4404,1, ESPNDaniel A strong black women is simply a bitch that wanna argue over every single thing
15089,15446,0.0,1.0,0.0,0.0,2," ESPNNFL For the 1st time in the Tom Brady era, the Patriots are in sole possession of last place in the AFC East http//t.co/zMkwGNzOCT"
15090,15447,0.527,0.473,0.0,-0.9379,1," ESPNSecondTake_ If this ugly to you, you either a gay nigga or a hating ass bitch http//t.co/H0wAPpsmgg"
15091,15448,0.267,0.733,0.0,-0.8074,1, EWErickson To recap Dem Governor candidate in SC calls the GOP candidate a whore. TX-Dem Gov. candidate mocks the GOP candidate&8217s di&8230
15092,15449,0.228,0.479,0.293,0.0258,1," E_Tae627 ""KB_Three Lil skinny bitch throw ha like a frito 
TecoRemix""bol"
15093,15451,0.0,0.644,0.356,0.7741,0, EarlyLegend I don't fuck with these hoes &amp I don't fuck with niggas that's fuckin these hoes
15094,15452,0.0,1.0,0.0,0.0,2, EarthPix Up with the birds to fish on the Li River http//t.co/XnrAlT1PHM
15095,15453,0.13,0.769,0.1,-0.2263,1, EastSideKris I'm glad Bey did this shit....now some of u bitches wit that one shaved side can go ahead &amp shave that other side too....
15096,15454,0.125,0.688,0.188,0.25,1, EastSideKris Lebron a bitch.....Drake performed with a torn ACL at the MTV Awards....
15097,15455,0.202,0.601,0.197,-0.0216,1, EatThePeas I hate myself for bein so nice to these hoes bro. ..
15098,15456,0.0,0.765,0.235,0.4703,1, Eaton_27 So apparently Honn_2 likes takin pictures when he's eatin pussy&128514&128514
15099,15457,0.153,0.748,0.099,-0.3818,1," EbonyRogue Tierra Marie ""I'm the Princess of the ROC""
Rihanna ""y'all get a good pic cause this bitch ain't gone be here long"" http/&8230"
15100,15458,0.157,0.576,0.267,0.2732,2," EchelonInsights Rick Scott beating win number in 30 counties, Charlie Crist in 13. FLGOV"
15101,15459,0.252,0.748,0.0,-0.5719,1, EinsteinParody Waterproof lab coat in case I drown in the pussy swag
15102,15460,0.353,0.647,0.0,-0.5994,1, EisenbackEmily I hate when people leave their trash in my car.
15103,15461,0.359,0.462,0.179,-0.5423,1," ElJefeDeJefes4C ""Virgilio_LLA Jammin these sad songs, smoking squares thinking bout bitches..."" lmfao"
15104,15462,0.0,1.0,0.0,0.0,2," El_Grillo1 In the ME, the crow would eat the bear MT webradius Obviously not in the ME MT solemnwatch Bear Saves Drowning Crow - An&8230"
15105,15463,0.305,0.695,0.0,-0.8303,1," ElderLWM And Black women need to stop referring to themselves and other sisters as ""hoes"" &amp ""Bitches""..... It really ain't a good look&8230"
15106,15464,0.322,0.331,0.347,0.0772,1, EliRipRashad I love them stripper bitches
15107,15465,0.0,0.435,0.565,0.7579,2, Elisaa_Martinez Happy birthday cotton picker lol 1NOnlyDirtyMike
15108,15466,0.297,0.703,0.0,-0.5859,1, Elisha40hands bitch you got too many teeth in your mouth
15109,15467,0.359,0.641,0.0,-0.9325,1," ElleHueyXIV ""Fuck me or I'll make you feel bad about it. But if you fuck other guys, I'll call you a hoe. And if you fuck me, I'll thi&8230"
15110,15468,0.173,0.684,0.143,-0.1717,1, Em_99car Oops I didn't mean to tweet this (yes I did). random DVR-ING is a bitch. http//t.co/wJ0nyCEl8H
15111,15469,0.063,0.78,0.156,0.4404,1, EmilyFaye2 My signature white-bitch move is profusely apologizing for being late with a full Starbucks cup in hand.
15112,15470,0.0,1.0,0.0,0.0,2, EmilyWCVB RIGHT NOW NewsCenter 5 projecting Charlie Baker will be Gov-elect by a razor thin margin http//t.co/1qC9q6P1cL wcvb
15113,15471,0.253,0.66,0.087,-0.7003,1," EmmGoldLA A lot of ppl look at me like ""who the fuck does this bitch think she is"".... Ms. Goldschmied to you"
15114,15472,0.248,0.551,0.202,-0.2896,1, EmmGoldLA Don't be mad at me for telling FACTS be embarrassed at urself for acting like a bitch
15115,15473,0.565,0.435,0.0,-0.8316,1, EmotionalSwag15 Go die in a hole bitches &9996
15116,15474,0.24,0.383,0.377,0.3612,1, EnglandBailey Happy birthday to the nicest faggot ever &128129 http//t.co/vZygNI9qtQ
15117,15475,0.0,0.723,0.277,0.4717,1, EnxadasFelipe No bitch I wanna roll a fucking blunt
15118,15476,0.184,0.703,0.114,-0.3182,1, EricWithAHotDad If you cant pass the asvab you might as well just go full retard
15119,15477,0.398,0.602,0.0,-0.8225,1," Eric_Mariners mray9729 Buckm00se letsargueboxing i dont have time for these childish games, just fight me bitch."
15120,15478,0.0,1.0,0.0,0.0,0, ErikCochrane tonydecola &128514&128514 my nig
15121,15479,0.0,0.861,0.139,0.4404,2, ErikaWCVB marthacoakley called Charlie Baker to concede around 815 this morning. She plans to address supporters at 11am. wcvb
15122,15480,0.0,0.881,0.119,0.431,1, Erikaj00 &8220Treslyon &8220Erikaj00 I saw a girl scratch her private today.. What that mean?&8221 Don't fuck her right in the pussy&8221 lmaoooo
15123,15481,0.0,1.0,0.0,0.0,2, ErinEph New bus stop. Guy across the street is yelling and doing David Lee Roth kicks at swooping crows. I should learn karate.
15124,15482,0.336,0.436,0.228,-0.6369,1, Erudite1914 I'ma start a fuck buddies to save lives program. Lol match some dry bitter ass folks up wit some good dick or pussy.
15125,15483,0.624,0.376,0.0,-0.9118,1, Erudite1914 Juice should have been dead his bitch ass SonsOfAnarchy
15126,15484,0.0,1.0,0.0,0.0,2, Erv_Gulfwings14 I think Zlatan even has Class in the way he talks trash
15127,15485,0.45,0.55,0.0,-0.9628,1," Erv_Montana In the 2-6 bitch we prolly hit the same bitch, in the 2-6 bitch we gone bang the same shit, in the 2-6 bitch we prollu hit&8230"
15128,15486,0.0,0.709,0.291,0.5719,1, ErybdyHatesRiss But I've made some hoes second guess themselves lol
15129,15487,0.465,0.441,0.094,-0.8988,1, EskimoKim_ WeCameAsJanie I really hate skyler like she's loaning money and it's not even hers like bitch wtf
15130,15488,0.427,0.437,0.136,-0.7184,1, Estellleeee Lol bitches act hard when they stay getting they ass beat &128514&128557&128514
15131,15489,0.0,1.0,0.0,0.0,1," EvanBecker513 ""LifeAsStoner Just hit it pussy http//t.co/3tZ7DyATFu"" whattheflocka"
15132,15490,0.167,0.833,0.0,-0.34,1, EvanBecker513 whattheflocka zooyorkinit bitch. We could have went to als. But NOOOOOOOO. &128545&128545&127849&127849&127849&127849&127849&127849&127849&127849&127849&127849&127849&127849&127849&127849&127849&127849&128053
15133,15491,0.462,0.538,0.0,-0.6486,1, EvanBecker513 whattheflocka omg you're a nigger.
15134,15492,0.0,1.0,0.0,0.0,2, EverybodyHatesX He's trash  Yerrp08 Too early to call Austin Rivers a draft bust ?
15135,15493,0.429,0.571,0.0,-0.4588,1, EvilJeanyis TheWhite Coward is pussy
15136,15494,0.0,1.0,0.0,0.0,2, EvilMikeTomlin Came to training camp today to find Charlie Batch asleep on the curb...
15137,15495,0.375,0.625,0.0,-0.765,0," ExquiZiteBeauty &128584&128584&128584  iDocLyfe Gave her that ""move it lil nigger"" push smh.. http//t.co/eYbWLVukim"
15138,15496,0.0,1.0,0.0,0.0,1, ExtremeGifs when she says she not a hoe http//t.co/uG3p4D9bsK
15139,15497,0.0,1.0,0.0,0.0,2, F1abraham Crew of women hillbillies &amp gangsters w/the director ItsAWRAP AxemanTheMovie JostonTheney RachelEReilly &9992&65039&127916&127909 http//t.co&8230
15140,15498,0.0,1.0,0.0,0.0,0, FAAMMoverALL This nigguh Chris Paul
15141,15499,0.432,0.568,0.0,-0.5859,1, FAIthfull_pussy I'm the coolest bitch &128526
15142,15500,0.268,0.732,0.0,-0.8271,1, FINALLEVEL Follow my DOG.. he has over 17K bitches  CuteSpartacus I made a golden retriever my bitch today at the park. http// ...
15143,15501,0.0,1.0,0.0,0.0,1, FIawless_Beauty  if you pledge allegiance to the pussy
15144,15502,0.372,0.561,0.067,-0.886,1," FLHippie If a guy ever called me names such as bitch, slut blah blah. I'd never ever think twice about being with him. Like fuck you I&8230"
15145,15503,0.415,0.585,0.0,-0.8176,1," FOOTBALL_4L1FE &8220TheRealYoungZel Nah nigga you blowin dick ""TheReal_Salmon Smoking that exotic bitch blowin O's"" http//t.co/6tiQTx&8230"
15146,15504,0.421,0.386,0.192,-0.8187,1, FREDOSANTANA300 I fucked yo bitch don't get mad it's nothing new I fuck everybody's bitch TheseThotsAreForEveryone
15147,15505,0.0,1.0,0.0,0.0,1, FREDOSANTANA300 I smashed her an dat pussy was wet &128591
15148,15506,0.416,0.584,0.0,-0.6908,1, FREDOSANTANA300 Might see a bitch an forget i hit it
15149,15507,0.593,0.407,0.0,-0.8074,1, FREDOSANTANA300 Woke up tryna fuck yo bitch
15150,15508,0.211,0.556,0.233,0.1027,1, FREECEV bitch get off twitter and text me back I love u
15151,15509,0.36,0.64,0.0,-0.5216,1, FREECEV we don't love these hoes http//t.co/vWt4i9POc2
15152,15510,0.217,0.783,0.0,-0.5574,1, FSOhioGuy Had to wash the bird shit off of my broom...Disgusting creatures. RedsTwitterFam Sweep
15153,15511,0.584,0.416,0.0,-0.9774,0," FaZeDedo To the rejects who constantly call my house and are threatening to rape my mom, karma's a bitch. Rot in hell, faggots."
15154,15512,0.33,0.593,0.077,-0.8598,2, FaZeSpaceLy How bad u want something is meaningless If how bad you're willing to work for the thing u want Isn't 10xs as intense as ho&8230
15155,15513,0.0,1.0,0.0,0.0,2," Faaz71 Taakstraf in herkenbaar hesje in je eigen buurt. Pleit er al jaren voor. Weet hoe bevreesd ik er ooit voor was, da'k er te wer&8230"
15156,15514,0.218,0.782,0.0,-0.5994,1, Faceyspace pours out 40 for the bitches that do hair and makeup every single day
15157,15515,0.435,0.565,0.0,-0.2682,1, Faceyspace Dorks are fucking bitch-magnets. Sorry.
15158,15516,0.408,0.592,0.0,-0.7351,1," Faceyspace My personality test results basically say ""bitch you is crazy""."
15159,15517,0.36,0.64,0.0,-0.5423,1," Fact A female ""cock block"" is called a ""clam jam."""
15160,15518,0.345,0.503,0.152,-0.6956,2," Fact Fake friends are no different than shadows, they stick around during your brightest moments, but disappear during your darkest ho&8230"
15161,15519,0.0,1.0,0.0,0.0,1," FactsAboutPigs Pigs drink up to 14 gallons of water every day, but they still aren't as thirsty as some of you hoes."
15162,15520,0.0,1.0,0.0,0.0,2," Factsionary Pink ""albino"" dolphins are extremely rare but do exist in the wild. http//t.co/gWyLpgC9lP"
15163,15521,0.0,1.0,0.0,0.0,2, FallonTonight Jimmy and BillyJoel's two-man doo-wop performance just went live on YouTube https//t.co/NGzhImyvSF FallonTonight htt&8230
15164,15522,0.286,0.714,0.0,-0.34,1, FamousNileEarls Stoner Chicks &gt Drunk hoes http//t.co/JctTrNURM0
15165,15523,0.062,0.844,0.094,0.1803,2," Fant4stic63 Can kids say much when their parents pay for everything?  Andrea_Michele If he paying every bill, I can't complain abo&8230"
15166,15524,0.099,0.816,0.085,0.1642,1, FarFrmAverage_ Them hoes ain't solid &8220Satisfied_x I laugh so hard when females be all in my DMs but they have a Avi picture with the&8230
15167,15525,0.366,0.387,0.247,-0.3706,1, FashionIsKEI Don't no real bitch want no soft nigga..
15168,15526,0.39,0.61,0.0,-0.3724,1, FashionIsKEI These hoes ain't loyal.
15169,15527,0.355,0.645,0.0,-0.9206,1, FatSlutty_xXx My ex bitch keep tryna be my next bitch.. when she called me tha other day i told her GIVE IT A REST BITCH
15170,15528,0.179,0.33,0.491,0.765,1," FavaloroGfavs wenh08 bitch, ya betta Haha I care for too love"
15171,15529,0.067,0.673,0.26,0.6941,1," Faz____ I convinced hitler was a faggit, no bitches, no kids, all those leather uniforms, wanted to be alone with his closest men lock&8230"
15172,15530,0.308,0.692,0.0,-0.8402,1, Fck_Witcho_Mans Fuck Michigan too many wanna be thugs. If you ask me y'all pussy. I'm out this bitch next year
15173,15531,0.151,0.722,0.127,-0.1644,1, FeeelGreatness You don't know where your boyfriend is at on a Saturday night? LOL He fucking other bitches that's where he's at
15174,15532,0.41,0.349,0.24,-0.7096,1, FeelinMarvelous Niggas want a virgin porn star and bitches want a dangerous safe nigga.
15175,15533,0.297,0.703,0.0,-0.5859,0, FeelinYurTHROAT Don't watch me you beta watch your bitch nigga
15176,15534,0.127,0.797,0.076,-0.3182,1," Feenohmenal NotoriousBeep fifty bucks says a dense cunt thinks I say totes on the ""reg"" and unfollows b/c I said cheerleader. Countdo&8230"
15177,15535,0.153,0.68,0.167,0.0991,1," Feenohmenal I spent my whole fucking life apologizing for not being enough. You can't cut, nip, fuck, booze or drug the inadequacy out&8230"
15178,15536,0.0,1.0,0.0,0.0,2, FeinsandNYDN Yankees acquire Chase Headley from the Padres for Yangervis Solarte and Rafael DePaula.
15179,15537,0.179,0.541,0.28,0.4902,1," Felonious_munk ""you don't want to get treated like a ho, stop dressing like one"" ""if you want to stop getting treated like a thug.....&8230"
15180,15538,0.388,0.612,0.0,-0.5859,1," FemaleTexts ""You're such a bitch"" 

Me http//t.co/XfRnQ6UM1O"
